codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
128,3922,2025-04-26,NXM-72273-96,19,12894.58,EFE,5
136,1475,2025-04-26,YZK-06087-98,8,5721.28,EFE,5
144,6704,2025-04-26,SZJ-76414-24,10,3637.45,EFE,5
132,6874,2025-04-26,LEK-96807-82,13,9541.74,EFE,5
145,1666,2025-04-26,GET-58791-09,36,23365.69,EFE,5
150,6827,2025-04-26,HGA-86693-42,3,2183.97,EFE,5
147,5846,2025-04-26,FHG-40571-57,23,11106.74,CEX,5
126,6958,2025-04-26,BWL-77714-70,43,15441.31,CEX,5
139,7537,2025-04-26,PQX-59844-04,13,6292.38,CEX,5
141,1370,2025-04-26,ORZ-56803-77,20,15725.19,CEX,5
