codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
129,5466,2025-05-16,NXM-72273-96,25,8252.66,EFE,5
140,1919,2025-05-16,YZK-06087-98,42,22561.06,CEX,5
145,2102,2025-05-16,SZJ-76414-24,17,12075.9,EFE,5
147,4740,2025-05-16,LEK-96807-82,26,14079.73,EFE,5
145,3547,2025-05-16,GET-58791-09,19,14364.37,CEX,5
144,7960,2025-05-16,HGA-86693-42,12,8716.34,CEX,5
134,2547,2025-05-16,FHG-40571-57,19,13952.16,EFE,5
138,8602,2025-05-16,BWL-77714-70,24,7421.54,CEX,5
148,3907,2025-05-16,PQX-59844-04,0,0.0,CEX,5
143,2022,2025-05-16,ORZ-56803-77,42,26888.68,EFE,5
