codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
111,2025-06-03,NXM-72273-96,Leche,99,UNI,4
116,2025-06-03,YZK-06087-98,Pan,26,PAQ,4
112,2025-06-03,SZJ-76414-24,Arroz,10,PAQ,4
106,2025-06-03,LEK-96807-82,Azúcar,76,UNI,4
105,2025-06-03,GET-58791-09,Aceite,17,PAQ,4
108,2025-06-03,HGA-86693-42,Harina,121,UNI,4
103,2025-06-03,FHG-40571-57,Sal,36,UNI,4
108,2025-06-03,BWL-77714-70,Café,14,PAQ,4
116,2025-06-03,PQX-59844-04,Té,8,PAQ,4
112,2025-06-03,ORZ-56803-77,Galletas,19,PAQ,4
