codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
106,2025-05-19,NXM-72273-96,Leche,7,PAQ,4
119,2025-05-19,YZK-06087-98,Pan,9,PAQ,4
111,2025-05-19,SZJ-76414-24,Arroz,11,PAQ,4
116,2025-05-19,LEK-96807-82,Azúcar,59,UNI,4
113,2025-05-19,GET-58791-09,Aceite,73,UNI,4
113,2025-05-19,HGA-86693-42,Harina,32,UNI,4
114,2025-05-19,FHG-40571-57,Sal,0,PAQ,4
116,2025-05-19,BWL-77714-70,Café,26,UNI,4
122,2025-05-19,PQX-59844-04,Té,6,PAQ,4
117,2025-05-19,ORZ-56803-77,Galletas,45,UNI,4
