codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
119,2025-06-09,NXM-72273-96,Leche,111,UNI,4
118,2025-06-09,YZK-06087-98,Pan,39,UNI,4
105,2025-06-09,SZJ-76414-24,Arroz,33,PAQ,4
105,2025-06-09,LEK-96807-82,Azúcar,105,UNI,4
111,2025-06-09,GET-58791-09,Aceite,44,UNI,4
122,2025-06-09,HGA-86693-42,Harina,122,UNI,4
109,2025-06-09,FHG-40571-57,Sal,25,PAQ,4
120,2025-06-09,BWL-77714-70,Café,93,UNI,4
108,2025-06-09,PQX-59844-04,Té,122,UNI,4
124,2025-06-09,ORZ-56803-77,Galletas,8,PAQ,4
