codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
101,2025-04-16,NXM-72273-96,Leche,0,UNI,4
119,2025-04-16,YZK-06087-98,Pan,0,UNI,4
114,2025-04-16,SZJ-76414-24,Arroz,0,UNI,4
117,2025-04-16,LEK-96807-82,Azúcar,0,UNI,4
120,2025-04-16,GET-58791-09,Aceite,0,PAQ,4
124,2025-04-16,HGA-86693-42,Harina,0,PAQ,4
106,2025-04-16,FHG-40571-57,Sal,0,PAQ,4
118,2025-04-16,BWL-77714-70,Café,0,PAQ,4
120,2025-04-16,PQX-59844-04,Té,0,PAQ,4
121,2025-04-16,ORZ-56803-77,Galletas,0,UNI,4
