codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
107,2025-05-08,NXM-72273-96,Leche,57,UNI,4
118,2025-05-08,YZK-06087-98,Pan,3,PAQ,4
102,2025-05-08,SZJ-76414-24,Arroz,0,PAQ,4
107,2025-05-08,LEK-96807-82,Azúcar,0,PAQ,4
124,2025-05-08,GET-58791-09,Aceite,0,PAQ,4
116,2025-05-08,HGA-86693-42,Harina,0,PAQ,4
105,2025-05-08,FHG-40571-57,Sal,48,UNI,4
121,2025-05-08,BWL-77714-70,Café,0,PAQ,4
112,2025-05-08,PQX-59844-04,Té,13,UNI,4
106,2025-05-08,ORZ-56803-77,Galletas,0,PAQ,4
