codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
107,2025-05-27,NXM-72273-96,Leche,14,PAQ,4
108,2025-05-27,YZK-06087-98,Pan,15,UNI,4
116,2025-05-27,SZJ-76414-24,Arroz,99,UNI,4
105,2025-05-27,LEK-96807-82,Azúcar,7,PAQ,4
105,2025-05-27,GET-58791-09,Aceite,31,UNI,4
102,2025-05-27,HGA-86693-42,Harina,1,PAQ,4
110,2025-05-27,FHG-40571-57,Sal,33,PAQ,4
125,2025-05-27,BWL-77714-70,Café,49,UNI,4
117,2025-05-27,PQX-59844-04,Té,1,PAQ,4
124,2025-05-27,ORZ-56803-77,Galletas,9,PAQ,4
