codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
111,2025-06-10,NXM-72273-96,Leche,17,PAQ,4
121,2025-06-10,YZK-06087-98,Pan,4,UNI,4
102,2025-06-10,SZJ-76414-24,Arroz,111,UNI,4
115,2025-06-10,LEK-96807-82,Azúcar,71,UNI,4
107,2025-06-10,GET-58791-09,Aceite,44,UNI,4
108,2025-06-10,HGA-86693-42,Harina,18,UNI,4
101,2025-06-10,FHG-40571-57,Sal,26,PAQ,4
125,2025-06-10,BWL-77714-70,Café,25,PAQ,4
114,2025-06-10,PQX-59844-04,Té,65,UNI,4
110,2025-06-10,ORZ-56803-77,Galletas,23,UNI,4
