codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
102,2025-05-26,NXM-72273-96,Leche,7,PAQ,4
117,2025-05-26,YZK-06087-98,Pan,9,PAQ,4
125,2025-05-26,SZJ-76414-24,Arroz,0,PAQ,4
119,2025-05-26,LEK-96807-82,Azúcar,0,PAQ,4
113,2025-05-26,GET-58791-09,Aceite,14,UNI,4
110,2025-05-26,HGA-86693-42,Harina,49,UNI,4
107,2025-05-26,FHG-40571-57,Sal,4,PAQ,4
123,2025-05-26,BWL-77714-70,Café,7,PAQ,4
106,2025-05-26,PQX-59844-04,Té,0,PAQ,4
117,2025-05-26,ORZ-56803-77,Galletas,1,PAQ,4
