codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
114,2025-06-07,NXM-72273-96,Leche,16,PAQ,4
115,2025-06-07,YZK-06087-98,Pan,41,UNI,4
112,2025-06-07,SZJ-76414-24,Arroz,1,PAQ,4
118,2025-06-07,LEK-96807-82,Azúcar,16,PAQ,4
102,2025-06-07,GET-58791-09,Aceite,39,PAQ,4
108,2025-06-07,HGA-86693-42,Harina,51,UNI,4
123,2025-06-07,FHG-40571-57,Sal,14,PAQ,4
121,2025-06-07,BWL-77714-70,Café,128,UNI,4
124,2025-06-07,PQX-59844-04,Té,121,UNI,4
116,2025-06-07,ORZ-56803-77,Galletas,23,PAQ,4
