codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
120,2025-05-03,NXM-72273-96,Leche,14,PAQ,4
111,2025-05-03,YZK-06087-98,Pan,3,PAQ,4
115,2025-05-03,SZJ-76414-24,Arroz,17,UNI,4
124,2025-05-03,LEK-96807-82,Azúcar,0,PAQ,4
108,2025-05-03,GET-58791-09,Aceite,6,UNI,4
118,2025-05-03,HGA-86693-42,Harina,0,PAQ,4
116,2025-05-03,FHG-40571-57,Sal,0,UNI,4
117,2025-05-03,BWL-77714-70,Café,0,PAQ,4
113,2025-05-03,PQX-59844-04,Té,12,PAQ,4
107,2025-05-03,ORZ-56803-77,Galletas,12,PAQ,4
