codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
103,2025-05-22,NXM-72273-96,Leche,25,UNI,4
114,2025-05-22,YZK-06087-98,Pan,113,UNI,4
121,2025-05-22,SZJ-76414-24,Arroz,2,PAQ,4
111,2025-05-22,LEK-96807-82,Azúcar,30,PAQ,4
114,2025-05-22,GET-58791-09,Aceite,56,UNI,4
123,2025-05-22,HGA-86693-42,Harina,15,UNI,4
124,2025-05-22,FHG-40571-57,Sal,30,UNI,4
105,2025-05-22,BWL-77714-70,Café,6,PAQ,4
106,2025-05-22,PQX-59844-04,Té,14,PAQ,4
106,2025-05-22,ORZ-56803-77,Galletas,6,PAQ,4
