codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
125,2025-06-08,NXM-72273-96,Leche,31,PAQ,4
119,2025-06-08,YZK-06087-98,Pan,14,PAQ,4
107,2025-06-08,SZJ-76414-24,Arroz,70,UNI,4
119,2025-06-08,LEK-96807-82,Azúcar,27,UNI,4
125,2025-06-08,GET-58791-09,Aceite,39,UNI,4
112,2025-06-08,HGA-86693-42,Harina,115,UNI,4
119,2025-06-08,FHG-40571-57,Sal,22,PAQ,4
116,2025-06-08,BWL-77714-70,Café,22,PAQ,4
123,2025-06-08,PQX-59844-04,Té,109,UNI,4
108,2025-06-08,ORZ-56803-77,Galletas,103,UNI,4
