codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
121,2025-06-01,NXM-72273-96,Leche,4,PAQ,4
123,2025-06-01,YZK-06087-98,Pan,17,PAQ,4
108,2025-06-01,SZJ-76414-24,Arroz,100,UNI,4
119,2025-06-01,LEK-96807-82,Azúcar,3,PAQ,4
103,2025-06-01,GET-58791-09,Aceite,28,PAQ,4
119,2025-06-01,HGA-86693-42,Harina,24,UNI,4
109,2025-06-01,FHG-40571-57,Sal,44,UNI,4
103,2025-06-01,BWL-77714-70,Café,17,UNI,4
118,2025-06-01,PQX-59844-04,Té,9,PAQ,4
125,2025-06-01,ORZ-56803-77,Galletas,17,PAQ,4
