codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
123,2025-05-23,NXM-72273-96,Leche,94,UNI,4
112,2025-05-23,YZK-06087-98,Pan,12,PAQ,4
120,2025-05-23,SZJ-76414-24,Arroz,0,PAQ,4
125,2025-05-23,LEK-96807-82,Azúcar,0,PAQ,4
104,2025-05-23,GET-58791-09,Aceite,8,UNI,4
122,2025-05-23,HGA-86693-42,Harina,0,PAQ,4
105,2025-05-23,FHG-40571-57,Sal,43,UNI,4
125,2025-05-23,BWL-77714-70,Café,85,UNI,4
117,2025-05-23,PQX-59844-04,Té,9,PAQ,4
116,2025-05-23,ORZ-56803-77,Galletas,0,PAQ,4
