codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
122,2025-05-24,NXM-72273-96,Leche,22,PAQ,4
118,2025-05-24,YZK-06087-98,Pan,8,PAQ,4
105,2025-05-24,SZJ-76414-24,Arroz,121,UNI,4
124,2025-05-24,LEK-96807-82,Azúcar,8,UNI,4
113,2025-05-24,GET-58791-09,Aceite,1,PAQ,4
112,2025-05-24,HGA-86693-42,Harina,94,UNI,4
101,2025-05-24,FHG-40571-57,Sal,25,UNI,4
101,2025-05-24,BWL-77714-70,Café,75,UNI,4
125,2025-05-24,PQX-59844-04,Té,2,PAQ,4
118,2025-05-24,ORZ-56803-77,Galletas,1,PAQ,4
