codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
112,2025-05-20,NXM-72273-96,Leche,24,PAQ,4
118,2025-05-20,YZK-06087-98,Pan,13,PAQ,4
123,2025-05-20,SZJ-76414-24,Arroz,105,UNI,4
108,2025-05-20,LEK-96807-82,Azúcar,18,UNI,4
114,2025-05-20,GET-58791-09,Aceite,12,PAQ,4
103,2025-05-20,HGA-86693-42,Harina,14,PAQ,4
122,2025-05-20,FHG-40571-57,Sal,61,UNI,4
110,2025-05-20,BWL-77714-70,Café,36,UNI,4
119,2025-05-20,PQX-59844-04,Té,0,UNI,4
109,2025-05-20,ORZ-56803-77,Galletas,76,UNI,4
