codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
104,2025-05-09,NXM-72273-96,Leche,17,UNI,4
122,2025-05-09,YZK-06087-98,Pan,17,UNI,4
112,2025-05-09,SZJ-76414-24,Arroz,0,PAQ,4
106,2025-05-09,LEK-96807-82,Azúcar,13,UNI,4
113,2025-05-09,GET-58791-09,Aceite,0,UNI,4
124,2025-05-09,HGA-86693-42,Harina,0,PAQ,4
103,2025-05-09,FHG-40571-57,Sal,0,PAQ,4
104,2025-05-09,BWL-77714-70,Café,0,PAQ,4
123,2025-05-09,PQX-59844-04,Té,5,PAQ,4
123,2025-05-09,ORZ-56803-77,Galletas,4,PAQ,4
