codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
118,2025-04-20,NXM-72273-96,Leche,0,UNI,4
101,2025-04-20,YZK-06087-98,Pan,2,UNI,4
104,2025-04-20,SZJ-76414-24,Arroz,0,UNI,4
109,2025-04-20,LEK-96807-82,Azúcar,7,UNI,4
111,2025-04-20,GET-58791-09,Aceite,0,UNI,4
108,2025-04-20,HGA-86693-42,Harina,0,PAQ,4
114,2025-04-20,FHG-40571-57,Sal,0,PAQ,4
124,2025-04-20,BWL-77714-70,Café,0,UNI,4
124,2025-04-20,PQX-59844-04,Té,1,PAQ,4
124,2025-04-20,ORZ-56803-77,Galletas,0,PAQ,4
