codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
101,2025-05-07,NXM-72273-96,Leche,13,UNI,4
106,2025-05-07,YZK-06087-98,Pan,0,UNI,4
101,2025-05-07,SZJ-76414-24,Arroz,0,UNI,4
107,2025-05-07,LEK-96807-82,Azúcar,33,UNI,4
102,2025-05-07,GET-58791-09,Aceite,0,PAQ,4
117,2025-05-07,HGA-86693-42,Harina,6,UNI,4
101,2025-05-07,FHG-40571-57,Sal,35,UNI,4
112,2025-05-07,BWL-77714-70,Café,9,PAQ,4
107,2025-05-07,PQX-59844-04,Té,0,PAQ,4
125,2025-05-07,ORZ-56803-77,Galletas,0,PAQ,4
