codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
108,2025-05-14,NXM-72273-96,Leche,14,PAQ,4
120,2025-05-14,YZK-06087-98,Pan,2,UNI,4
118,2025-05-14,SZJ-76414-24,Arroz,60,UNI,4
120,2025-05-14,LEK-96807-82,Azúcar,1,PAQ,4
111,2025-05-14,GET-58791-09,Aceite,37,UNI,4
101,2025-05-14,HGA-86693-42,Harina,23,UNI,4
102,2025-05-14,FHG-40571-57,Sal,18,PAQ,4
105,2025-05-14,BWL-77714-70,Café,0,UNI,4
111,2025-05-14,PQX-59844-04,Té,76,UNI,4
120,2025-05-14,ORZ-56803-77,Galletas,55,UNI,4
