codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
118,2025-04-18,NXM-72273-96,Leche,0,PAQ,4
111,2025-04-18,YZK-06087-98,Pan,0,PAQ,4
107,2025-04-18,SZJ-76414-24,Arroz,0,PAQ,4
107,2025-04-18,LEK-96807-82,Azúcar,0,PAQ,4
124,2025-04-18,GET-58791-09,Aceite,0,PAQ,4
108,2025-04-18,HGA-86693-42,Harina,0,UNI,4
101,2025-04-18,FHG-40571-57,Sal,0,PAQ,4
123,2025-04-18,BWL-77714-70,Café,0,PAQ,4
108,2025-04-18,PQX-59844-04,Té,0,UNI,4
106,2025-04-18,ORZ-56803-77,Galletas,0,UNI,4
