codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
106,2025-05-11,NXM-72273-96,Leche,16,PAQ,4
122,2025-05-11,YZK-06087-98,Pan,11,PAQ,4
120,2025-05-11,SZJ-76414-24,Arroz,0,UNI,4
104,2025-05-11,LEK-96807-82,Azúcar,2,PAQ,4
120,2025-05-11,GET-58791-09,Aceite,0,UNI,4
103,2025-05-11,HGA-86693-42,Harina,2,UNI,4
121,2025-05-11,FHG-40571-57,Sal,0,PAQ,4
118,2025-05-11,BWL-77714-70,Café,49,UNI,4
118,2025-05-11,PQX-59844-04,Té,16,PAQ,4
109,2025-05-11,ORZ-56803-77,Galletas,0,PAQ,4
