codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
112,2025-04-29,NXM-72273-96,Leche,21,UNI,4
114,2025-04-29,YZK-06087-98,Pan,0,PAQ,4
114,2025-04-29,SZJ-76414-24,Arroz,20,UNI,4
112,2025-04-29,LEK-96807-82,Azúcar,0,UNI,4
114,2025-04-29,GET-58791-09,Aceite,0,PAQ,4
114,2025-04-29,HGA-86693-42,Harina,18,UNI,4
114,2025-04-29,FHG-40571-57,Sal,14,UNI,4
117,2025-04-29,BWL-77714-70,Café,3,PAQ,4
117,2025-04-29,PQX-59844-04,Té,5,PAQ,4
111,2025-04-29,ORZ-56803-77,Galletas,1,PAQ,4
