codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
112,2025-06-02,NXM-72273-96,Leche,62,UNI,4
117,2025-06-02,YZK-06087-98,Pan,28,UNI,4
104,2025-06-02,SZJ-76414-24,Arroz,90,UNI,4
118,2025-06-02,LEK-96807-82,Azúcar,112,UNI,4
105,2025-06-02,GET-58791-09,Aceite,0,PAQ,4
114,2025-06-02,HGA-86693-42,Harina,5,PAQ,4
107,2025-06-02,FHG-40571-57,Sal,16,PAQ,4
119,2025-06-02,BWL-77714-70,Café,64,UNI,4
108,2025-06-02,PQX-59844-04,Té,27,PAQ,4
115,2025-06-02,ORZ-56803-77,Galletas,9,PAQ,4
