codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
114,2025-05-05,NXM-72273-96,Leche,0,UNI,4
114,2025-05-05,YZK-06087-98,Pan,0,UNI,4
102,2025-05-05,SZJ-76414-24,Arroz,0,PAQ,4
114,2025-05-05,LEK-96807-82,Azúcar,27,UNI,4
119,2025-05-05,GET-58791-09,Aceite,6,PAQ,4
110,2025-05-05,HGA-86693-42,Harina,5,PAQ,4
111,2025-05-05,FHG-40571-57,Sal,17,PAQ,4
122,2025-05-05,BWL-77714-70,Café,3,PAQ,4
118,2025-05-05,PQX-59844-04,Té,14,UNI,4
101,2025-05-05,ORZ-56803-77,Galletas,19,UNI,4
