codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
111,2025-06-04,NXM-72273-96,Leche,95,UNI,4
111,2025-06-04,YZK-06087-98,Pan,26,PAQ,4
105,2025-06-04,SZJ-76414-24,Arroz,3,PAQ,4
110,2025-06-04,LEK-96807-82,Azúcar,31,UNI,4
114,2025-06-04,GET-58791-09,Aceite,30,PAQ,4
101,2025-06-04,HGA-86693-42,Harina,16,PAQ,4
108,2025-06-04,FHG-40571-57,Sal,51,UNI,4
115,2025-06-04,BWL-77714-70,Café,57,UNI,4
102,2025-06-04,PQX-59844-04,Té,4,PAQ,4
117,2025-06-04,ORZ-56803-77,Galletas,7,PAQ,4
