codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
101,2025-05-31,NXM-72273-96,Leche,14,UNI,4
117,2025-05-31,YZK-06087-98,Pan,7,PAQ,4
111,2025-05-31,SZJ-76414-24,Arroz,19,UNI,4
115,2025-05-31,LEK-96807-82,Azúcar,111,UNI,4
120,2025-05-31,GET-58791-09,Aceite,3,PAQ,4
105,2025-05-31,HGA-86693-42,Harina,115,UNI,4
111,2025-05-31,FHG-40571-57,Sal,31,PAQ,4
109,2025-05-31,BWL-77714-70,Café,0,PAQ,4
103,2025-05-31,PQX-59844-04,Té,30,UNI,4
123,2025-05-31,ORZ-56803-77,Galletas,20,PAQ,4
