codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
111,2025-05-02,NXM-72273-96,Leche,21,UNI,4
114,2025-05-02,YZK-06087-98,Pan,5,PAQ,4
110,2025-05-02,SZJ-76414-24,Arroz,0,UNI,4
118,2025-05-02,LEK-96807-82,Azúcar,0,PAQ,4
116,2025-05-02,GET-58791-09,Aceite,0,PAQ,4
106,2025-05-02,HGA-86693-42,Harina,21,UNI,4
118,2025-05-02,FHG-40571-57,Sal,0,PAQ,4
104,2025-05-02,BWL-77714-70,Café,0,PAQ,4
123,2025-05-02,PQX-59844-04,Té,22,UNI,4
119,2025-05-02,ORZ-56803-77,Galletas,0,UNI,4
