codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
117,2025-05-13,NXM-72273-96,Leche,0,UNI,4
125,2025-05-13,YZK-06087-98,Pan,37,UNI,4
104,2025-05-13,SZJ-76414-24,Arroz,17,PAQ,4
108,2025-05-13,LEK-96807-82,Azúcar,11,PAQ,4
113,2025-05-13,GET-58791-09,Aceite,0,PAQ,4
107,2025-05-13,HGA-86693-42,Harina,3,PAQ,4
115,2025-05-13,FHG-40571-57,Sal,6,UNI,4
111,2025-05-13,BWL-77714-70,Café,0,PAQ,4
116,2025-05-13,PQX-59844-04,Té,59,UNI,4
112,2025-05-13,ORZ-56803-77,Galletas,0,PAQ,4
