codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
113,2025-06-11,NXM-72273-96,Leche,2,PAQ,4
107,2025-06-11,YZK-06087-98,Pan,90,UNI,4
108,2025-06-11,SZJ-76414-24,Arroz,13,UNI,4
120,2025-06-11,LEK-96807-82,Azúcar,24,PAQ,4
112,2025-06-11,GET-58791-09,Aceite,94,UNI,4
103,2025-06-11,HGA-86693-42,Harina,144,UNI,4
105,2025-06-11,FHG-40571-57,Sal,10,PAQ,4
106,2025-06-11,BWL-77714-70,Café,58,UNI,4
115,2025-06-11,PQX-59844-04,Té,21,PAQ,4
111,2025-06-11,ORZ-56803-77,Galletas,5,PAQ,4
