codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
34,2025-05-11,NXM-72273-96,Leche,0,PAQ,1
36,2025-05-11,YZK-06087-98,Pan,59,UNI,1
33,2025-05-11,SZJ-76414-24,Arroz,29,UNI,1
30,2025-05-11,LEK-96807-82,Azúcar,0,PAQ,1
26,2025-05-11,GET-58791-09,Aceite,4,PAQ,1
35,2025-05-11,HGA-86693-42,Harina,1,PAQ,1
42,2025-05-11,FHG-40571-57,Sal,0,PAQ,1
36,2025-05-11,BWL-77714-70,Café,4,UNI,1
26,2025-05-11,PQX-59844-04,Té,0,PAQ,1
41,2025-05-11,ORZ-56803-77,Galletas,0,PAQ,1
