codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
26,2025-05-16,NXM-72273-96,Leche,0,PAQ,1
27,2025-05-16,YZK-06087-98,Pan,7,PAQ,1
47,2025-05-16,SZJ-76414-24,Arroz,7,PAQ,1
40,2025-05-16,LEK-96807-82,Azúcar,81,UNI,1
28,2025-05-16,GET-58791-09,Aceite,0,UNI,1
39,2025-05-16,HGA-86693-42,Harina,13,PAQ,1
32,2025-05-16,FHG-40571-57,Sal,58,UNI,1
26,2025-05-16,BWL-77714-70,Café,11,PAQ,1
41,2025-05-16,PQX-59844-04,Té,73,UNI,1
34,2025-05-16,ORZ-56803-77,Galletas,20,PAQ,1
