codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
33,2025-05-03,NXM-72273-96,Leche,0,PAQ,1
36,2025-05-03,YZK-06087-98,Pan,0,PAQ,1
47,2025-05-03,SZJ-76414-24,Arroz,32,UNI,1
36,2025-05-03,LEK-96807-82,Azúcar,12,UNI,1
45,2025-05-03,GET-58791-09,Aceite,28,UNI,1
36,2025-05-03,HGA-86693-42,Harina,0,PAQ,1
42,2025-05-03,FHG-40571-57,Sal,28,UNI,1
46,2025-05-03,BWL-77714-70,Café,0,UNI,1
49,2025-05-03,PQX-59844-04,Té,25,UNI,1
29,2025-05-03,ORZ-56803-77,Galletas,7,UNI,1
