codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
43,2025-06-04,NXM-72273-96,Leche,102,UNI,1
31,2025-06-04,YZK-06087-98,Pan,11,PAQ,1
34,2025-06-04,SZJ-76414-24,Arroz,86,UNI,1
50,2025-06-04,LEK-96807-82,Azúcar,22,PAQ,1
27,2025-06-04,GET-58791-09,Aceite,74,UNI,1
34,2025-06-04,HGA-86693-42,Harina,52,UNI,1
48,2025-06-04,FHG-40571-57,Sal,71,UNI,1
47,2025-06-04,BWL-77714-70,Café,7,PAQ,1
38,2025-06-04,PQX-59844-04,Té,60,UNI,1
41,2025-06-04,ORZ-56803-77,Galletas,0,PAQ,1
