codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
40,2025-05-29,NXM-72273-96,Leche,9,PAQ,1
33,2025-05-29,YZK-06087-98,Pan,28,UNI,1
47,2025-05-29,SZJ-76414-24,Arroz,35,PAQ,1
47,2025-05-29,LEK-96807-82,Azúcar,52,UNI,1
28,2025-05-29,GET-58791-09,Aceite,14,PAQ,1
29,2025-05-29,HGA-86693-42,Harina,32,UNI,1
41,2025-05-29,FHG-40571-57,Sal,54,UNI,1
49,2025-05-29,BWL-77714-70,Café,31,PAQ,1
49,2025-05-29,PQX-59844-04,Té,26,UNI,1
44,2025-05-29,ORZ-56803-77,Galletas,87,UNI,1
