codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
31,2025-06-05,NXM-72273-96,Leche,5,PAQ,1
42,2025-06-05,YZK-06087-98,Pan,0,PAQ,1
48,2025-06-05,SZJ-76414-24,Arroz,19,PAQ,1
37,2025-06-05,LEK-96807-82,Azúcar,47,UNI,1
29,2025-06-05,GET-58791-09,Aceite,19,PAQ,1
43,2025-06-05,HGA-86693-42,Harina,5,PAQ,1
26,2025-06-05,FHG-40571-57,Sal,12,PAQ,1
47,2025-06-05,BWL-77714-70,Café,18,PAQ,1
29,2025-06-05,PQX-59844-04,Té,58,UNI,1
33,2025-06-05,ORZ-56803-77,Galletas,53,UNI,1
