codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
47,2025-04-19,NXM-72273-96,Leche,0,PAQ,1
39,2025-04-19,YZK-06087-98,Pan,0,PAQ,1
44,2025-04-19,SZJ-76414-24,Arroz,0,UNI,1
49,2025-04-19,LEK-96807-82,Azúcar,0,UNI,1
47,2025-04-19,GET-58791-09,Aceite,0,UNI,1
26,2025-04-19,HGA-86693-42,Harina,0,PAQ,1
33,2025-04-19,FHG-40571-57,Sal,0,PAQ,1
38,2025-04-19,BWL-77714-70,Café,9,UNI,1
38,2025-04-19,PQX-59844-04,Té,0,UNI,1
33,2025-04-19,ORZ-56803-77,Galletas,0,PAQ,1
