codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
42,2025-05-01,NXM-72273-96,Leche,0,UNI,1
47,2025-05-01,YZK-06087-98,Pan,0,PAQ,1
36,2025-05-01,SZJ-76414-24,Arroz,8,PAQ,1
44,2025-05-01,LEK-96807-82,Azúcar,0,UNI,1
34,2025-05-01,GET-58791-09,Aceite,5,UNI,1
46,2025-05-01,HGA-86693-42,Harina,2,UNI,1
29,2025-05-01,FHG-40571-57,Sal,18,UNI,1
29,2025-05-01,BWL-77714-70,Café,0,UNI,1
40,2025-05-01,PQX-59844-04,Té,9,PAQ,1
26,2025-05-01,ORZ-56803-77,Galletas,0,UNI,1
