codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
31,2025-06-11,NXM-72273-96,Leche,44,UNI,1
49,2025-06-11,YZK-06087-98,Pan,2,PAQ,1
29,2025-06-11,SZJ-76414-24,Arroz,24,PAQ,1
45,2025-06-11,LEK-96807-82,Azúcar,11,PAQ,1
42,2025-06-11,GET-58791-09,Aceite,72,UNI,1
38,2025-06-11,HGA-86693-42,Harina,73,UNI,1
28,2025-06-11,FHG-40571-57,Sal,22,PAQ,1
34,2025-06-11,BWL-77714-70,Café,29,PAQ,1
49,2025-06-11,PQX-59844-04,Té,107,UNI,1
43,2025-06-11,ORZ-56803-77,Galletas,12,PAQ,1
