codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
39,2025-05-19,NXM-72273-96,Leche,1,PAQ,1
45,2025-05-19,YZK-06087-98,Pan,24,PAQ,1
30,2025-05-19,SZJ-76414-24,Arroz,46,UNI,1
27,2025-05-19,LEK-96807-82,Azúcar,32,UNI,1
46,2025-05-19,GET-58791-09,Aceite,100,UNI,1
33,2025-05-19,HGA-86693-42,Harina,52,UNI,1
30,2025-05-19,FHG-40571-57,Sal,16,PAQ,1
45,2025-05-19,BWL-77714-70,Café,0,PAQ,1
47,2025-05-19,PQX-59844-04,Té,22,PAQ,1
40,2025-05-19,ORZ-56803-77,Galletas,73,UNI,1
