codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
33,2025-04-23,NXM-72273-96,Leche,1,PAQ,1
31,2025-04-23,YZK-06087-98,Pan,23,UNI,1
35,2025-04-23,SZJ-76414-24,Arroz,0,PAQ,1
28,2025-04-23,LEK-96807-82,Azúcar,0,UNI,1
34,2025-04-23,GET-58791-09,Aceite,0,PAQ,1
37,2025-04-23,HGA-86693-42,Harina,0,PAQ,1
33,2025-04-23,FHG-40571-57,Sal,4,UNI,1
41,2025-04-23,BWL-77714-70,Café,0,PAQ,1
32,2025-04-23,PQX-59844-04,Té,4,UNI,1
32,2025-04-23,ORZ-56803-77,Galletas,0,UNI,1
