codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
40,2025-05-15,NXM-72273-96,Leche,3,PAQ,1
48,2025-05-15,YZK-06087-98,Pan,0,PAQ,1
34,2025-05-15,SZJ-76414-24,Arroz,42,UNI,1
27,2025-05-15,LEK-96807-82,Azúcar,12,UNI,1
29,2025-05-15,GET-58791-09,Aceite,86,UNI,1
37,2025-05-15,HGA-86693-42,Harina,19,UNI,1
35,2025-05-15,FHG-40571-57,Sal,6,UNI,1
42,2025-05-15,BWL-77714-70,Café,5,UNI,1
27,2025-05-15,PQX-59844-04,Té,64,UNI,1
49,2025-05-15,ORZ-56803-77,Galletas,2,PAQ,1
