codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
37,2025-06-02,NXM-72273-96,Leche,0,PAQ,1
31,2025-06-02,YZK-06087-98,Pan,133,UNI,1
39,2025-06-02,SZJ-76414-24,Arroz,107,UNI,1
29,2025-06-02,LEK-96807-82,Azúcar,25,PAQ,1
40,2025-06-02,GET-58791-09,Aceite,125,UNI,1
38,2025-06-02,HGA-86693-42,Harina,93,UNI,1
27,2025-06-02,FHG-40571-57,Sal,126,UNI,1
48,2025-06-02,BWL-77714-70,Café,19,PAQ,1
40,2025-06-02,PQX-59844-04,Té,3,PAQ,1
35,2025-06-02,ORZ-56803-77,Galletas,123,UNI,1
