codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
35,2025-04-29,NXM-72273-96,Leche,10,UNI,1
38,2025-04-29,YZK-06087-98,Pan,8,UNI,1
45,2025-04-29,SZJ-76414-24,Arroz,17,UNI,1
47,2025-04-29,LEK-96807-82,Azúcar,17,UNI,1
45,2025-04-29,GET-58791-09,Aceite,0,PAQ,1
49,2025-04-29,HGA-86693-42,Harina,1,UNI,1
45,2025-04-29,FHG-40571-57,Sal,6,UNI,1
39,2025-04-29,BWL-77714-70,Café,21,UNI,1
37,2025-04-29,PQX-59844-04,Té,0,PAQ,1
30,2025-04-29,ORZ-56803-77,Galletas,0,PAQ,1
