codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
42,2025-05-05,NXM-72273-96,Leche,0,PAQ,1
49,2025-05-05,YZK-06087-98,Pan,7,UNI,1
45,2025-05-05,SZJ-76414-24,Arroz,0,PAQ,1
42,2025-05-05,LEK-96807-82,Azúcar,16,PAQ,1
29,2025-05-05,GET-58791-09,Aceite,0,UNI,1
49,2025-05-05,HGA-86693-42,Harina,18,UNI,1
38,2025-05-05,FHG-40571-57,Sal,0,UNI,1
29,2025-05-05,BWL-77714-70,Café,0,PAQ,1
46,2025-05-05,PQX-59844-04,Té,6,PAQ,1
44,2025-05-05,ORZ-56803-77,Galletas,2,PAQ,1
