codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
42,2025-05-02,NXM-72273-96,Leche,8,UNI,1
46,2025-05-02,YZK-06087-98,Pan,0,PAQ,1
38,2025-05-02,SZJ-76414-24,Arroz,0,PAQ,1
29,2025-05-02,LEK-96807-82,Azúcar,0,PAQ,1
38,2025-05-02,GET-58791-09,Aceite,2,PAQ,1
28,2025-05-02,HGA-86693-42,Harina,4,PAQ,1
34,2025-05-02,FHG-40571-57,Sal,52,UNI,1
50,2025-05-02,BWL-77714-70,Café,38,UNI,1
36,2025-05-02,PQX-59844-04,Té,13,PAQ,1
30,2025-05-02,ORZ-56803-77,Galletas,5,PAQ,1
