codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
34,2025-05-28,NXM-72273-96,Leche,38,UNI,1
27,2025-05-28,YZK-06087-98,Pan,123,UNI,1
33,2025-05-28,SZJ-76414-24,Arroz,135,UNI,1
27,2025-05-28,LEK-96807-82,Azúcar,25,PAQ,1
42,2025-05-28,GET-58791-09,Aceite,15,PAQ,1
37,2025-05-28,HGA-86693-42,Harina,48,UNI,1
44,2025-05-28,FHG-40571-57,Sal,8,PAQ,1
42,2025-05-28,BWL-77714-70,Café,0,PAQ,1
44,2025-05-28,PQX-59844-04,Té,41,UNI,1
34,2025-05-28,ORZ-56803-77,Galletas,4,PAQ,1
