codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
49,2025-05-22,NXM-72273-96,Leche,16,UNI,1
33,2025-05-22,YZK-06087-98,Pan,6,PAQ,1
36,2025-05-22,SZJ-76414-24,Arroz,80,UNI,1
31,2025-05-22,LEK-96807-82,Azúcar,57,UNI,1
50,2025-05-22,GET-58791-09,Aceite,0,UNI,1
32,2025-05-22,HGA-86693-42,Harina,10,UNI,1
28,2025-05-22,FHG-40571-57,Sal,18,PAQ,1
37,2025-05-22,BWL-77714-70,Café,10,PAQ,1
41,2025-05-22,PQX-59844-04,Té,5,PAQ,1
36,2025-05-22,ORZ-56803-77,Galletas,1,PAQ,1
