codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
30,2025-04-14,NXM-72273-96,Leche,0,UNI,1
32,2025-04-14,YZK-06087-98,Pan,0,PAQ,1
33,2025-04-14,SZJ-76414-24,Arroz,0,UNI,1
38,2025-04-14,LEK-96807-82,Azúcar,0,PAQ,1
29,2025-04-14,GET-58791-09,Aceite,0,UNI,1
40,2025-04-14,HGA-86693-42,Harina,0,UNI,1
46,2025-04-14,FHG-40571-57,Sal,0,UNI,1
49,2025-04-14,BWL-77714-70,Café,0,UNI,1
32,2025-04-14,PQX-59844-04,Té,0,UNI,1
48,2025-04-14,ORZ-56803-77,Galletas,0,UNI,1
