codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
29,2025-05-14,NXM-72273-96,Leche,4,UNI,1
26,2025-05-14,YZK-06087-98,Pan,8,UNI,1
42,2025-05-14,SZJ-76414-24,Arroz,6,PAQ,1
48,2025-05-14,LEK-96807-82,Azúcar,0,PAQ,1
43,2025-05-14,GET-58791-09,Aceite,9,PAQ,1
32,2025-05-14,HGA-86693-42,Harina,0,PAQ,1
49,2025-05-14,FHG-40571-57,Sal,55,UNI,1
44,2025-05-14,BWL-77714-70,Café,3,PAQ,1
27,2025-05-14,PQX-59844-04,Té,43,UNI,1
37,2025-05-14,ORZ-56803-77,Galletas,15,PAQ,1
