codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
28,2025-05-26,NXM-72273-96,Leche,0,PAQ,1
49,2025-05-26,YZK-06087-98,Pan,88,UNI,1
47,2025-05-26,SZJ-76414-24,Arroz,9,PAQ,1
34,2025-05-26,LEK-96807-82,Azúcar,108,UNI,1
44,2025-05-26,GET-58791-09,Aceite,92,UNI,1
37,2025-05-26,HGA-86693-42,Harina,0,PAQ,1
44,2025-05-26,FHG-40571-57,Sal,15,PAQ,1
33,2025-05-26,BWL-77714-70,Café,55,UNI,1
46,2025-05-26,PQX-59844-04,Té,10,PAQ,1
46,2025-05-26,ORZ-56803-77,Galletas,20,PAQ,1
