codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
43,2025-05-23,NXM-72273-96,Leche,4,PAQ,1
32,2025-05-23,YZK-06087-98,Pan,0,PAQ,1
35,2025-05-23,SZJ-76414-24,Arroz,8,PAQ,1
40,2025-05-23,LEK-96807-82,Azúcar,60,UNI,1
32,2025-05-23,GET-58791-09,Aceite,107,UNI,1
31,2025-05-23,HGA-86693-42,Harina,21,PAQ,1
39,2025-05-23,FHG-40571-57,Sal,116,UNI,1
32,2025-05-23,BWL-77714-70,Café,16,PAQ,1
42,2025-05-23,PQX-59844-04,Té,50,UNI,1
45,2025-05-23,ORZ-56803-77,Galletas,0,PAQ,1
