codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
49,2025-05-27,NXM-72273-96,Leche,6,PAQ,1
38,2025-05-27,YZK-06087-98,Pan,45,UNI,1
33,2025-05-27,SZJ-76414-24,Arroz,54,UNI,1
47,2025-05-27,LEK-96807-82,Azúcar,34,UNI,1
27,2025-05-27,GET-58791-09,Aceite,94,UNI,1
37,2025-05-27,HGA-86693-42,Harina,82,UNI,1
28,2025-05-27,FHG-40571-57,Sal,4,PAQ,1
33,2025-05-27,BWL-77714-70,Café,0,UNI,1
36,2025-05-27,PQX-59844-04,Té,16,UNI,1
38,2025-05-27,ORZ-56803-77,Galletas,11,PAQ,1
