codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
36,2025-04-24,NXM-72273-96,Leche,3,PAQ,1
38,2025-04-24,YZK-06087-98,Pan,0,PAQ,1
36,2025-04-24,SZJ-76414-24,Arroz,0,PAQ,1
46,2025-04-24,LEK-96807-82,Azúcar,0,PAQ,1
49,2025-04-24,GET-58791-09,Aceite,0,PAQ,1
39,2025-04-24,HGA-86693-42,Harina,0,PAQ,1
40,2025-04-24,FHG-40571-57,Sal,18,UNI,1
44,2025-04-24,BWL-77714-70,Café,0,UNI,1
31,2025-04-24,PQX-59844-04,Té,8,PAQ,1
32,2025-04-24,ORZ-56803-77,Galletas,0,UNI,1
