codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
28,2025-05-13,NXM-72273-96,Leche,2,PAQ,1
50,2025-05-13,YZK-06087-98,Pan,3,UNI,1
26,2025-05-13,SZJ-76414-24,Arroz,14,PAQ,1
45,2025-05-13,LEK-96807-82,Azúcar,31,UNI,1
45,2025-05-13,GET-58791-09,Aceite,8,UNI,1
45,2025-05-13,HGA-86693-42,Harina,40,UNI,1
50,2025-05-13,FHG-40571-57,Sal,0,PAQ,1
35,2025-05-13,BWL-77714-70,Café,5,PAQ,1
42,2025-05-13,PQX-59844-04,Té,0,PAQ,1
34,2025-05-13,ORZ-56803-77,Galletas,3,PAQ,1
