codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
30,2025-05-08,NXM-72273-96,Leche,12,PAQ,1
48,2025-05-08,YZK-06087-98,Pan,0,PAQ,1
26,2025-05-08,SZJ-76414-24,Arroz,0,PAQ,1
45,2025-05-08,LEK-96807-82,Azúcar,10,PAQ,1
29,2025-05-08,GET-58791-09,Aceite,0,UNI,1
40,2025-05-08,HGA-86693-42,Harina,27,UNI,1
26,2025-05-08,FHG-40571-57,Sal,37,UNI,1
46,2025-05-08,BWL-77714-70,Café,0,UNI,1
49,2025-05-08,PQX-59844-04,Té,0,UNI,1
43,2025-05-08,ORZ-56803-77,Galletas,16,UNI,1
