codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
44,2025-05-07,NXM-72273-96,Leche,0,PAQ,1
45,2025-05-07,YZK-06087-98,Pan,6,UNI,1
50,2025-05-07,SZJ-76414-24,Arroz,18,UNI,1
30,2025-05-07,LEK-96807-82,Azúcar,0,UNI,1
46,2025-05-07,GET-58791-09,Aceite,0,UNI,1
33,2025-05-07,HGA-86693-42,Harina,1,PAQ,1
30,2025-05-07,FHG-40571-57,Sal,0,PAQ,1
45,2025-05-07,BWL-77714-70,Café,52,UNI,1
45,2025-05-07,PQX-59844-04,Té,0,PAQ,1
47,2025-05-07,ORZ-56803-77,Galletas,13,UNI,1
