codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
38,2025-06-06,NXM-72273-96,Leche,29,PAQ,1
50,2025-06-06,YZK-06087-98,Pan,126,UNI,1
42,2025-06-06,SZJ-76414-24,Arroz,55,UNI,1
47,2025-06-06,LEK-96807-82,Azúcar,130,UNI,1
32,2025-06-06,GET-58791-09,Aceite,25,PAQ,1
29,2025-06-06,HGA-86693-42,Harina,104,UNI,1
37,2025-06-06,FHG-40571-57,Sal,10,PAQ,1
38,2025-06-06,BWL-77714-70,Café,7,PAQ,1
39,2025-06-06,PQX-59844-04,Té,103,UNI,1
50,2025-06-06,ORZ-56803-77,Galletas,75,UNI,1
