codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
45,2025-05-20,NXM-72273-96,Leche,18,UNI,1
40,2025-05-20,YZK-06087-98,Pan,0,PAQ,1
26,2025-05-20,SZJ-76414-24,Arroz,0,PAQ,1
50,2025-05-20,LEK-96807-82,Azúcar,16,PAQ,1
40,2025-05-20,GET-58791-09,Aceite,14,PAQ,1
29,2025-05-20,HGA-86693-42,Harina,72,UNI,1
50,2025-05-20,FHG-40571-57,Sal,85,UNI,1
37,2025-05-20,BWL-77714-70,Café,0,PAQ,1
29,2025-05-20,PQX-59844-04,Té,47,UNI,1
39,2025-05-20,ORZ-56803-77,Galletas,46,UNI,1
