codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
48,2025-05-18,NXM-72273-96,Leche,19,PAQ,1
46,2025-05-18,YZK-06087-98,Pan,34,UNI,1
41,2025-05-18,SZJ-76414-24,Arroz,0,UNI,1
33,2025-05-18,LEK-96807-82,Azúcar,42,UNI,1
28,2025-05-18,GET-58791-09,Aceite,46,UNI,1
47,2025-05-18,HGA-86693-42,Harina,62,UNI,1
27,2025-05-18,FHG-40571-57,Sal,20,UNI,1
37,2025-05-18,BWL-77714-70,Café,5,PAQ,1
26,2025-05-18,PQX-59844-04,Té,0,PAQ,1
41,2025-05-18,ORZ-56803-77,Galletas,0,PAQ,1
