codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
50,2025-06-10,NXM-72273-96,Leche,3,PAQ,1
41,2025-06-10,YZK-06087-98,Pan,146,UNI,1
45,2025-06-10,SZJ-76414-24,Arroz,16,PAQ,1
43,2025-06-10,LEK-96807-82,Azúcar,38,UNI,1
33,2025-06-10,GET-58791-09,Aceite,65,UNI,1
38,2025-06-10,HGA-86693-42,Harina,43,UNI,1
47,2025-06-10,FHG-40571-57,Sal,24,PAQ,1
39,2025-06-10,BWL-77714-70,Café,39,UNI,1
46,2025-06-10,PQX-59844-04,Té,82,UNI,1
26,2025-06-10,ORZ-56803-77,Galletas,30,PAQ,1
