codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
97,5647,2025-04-14,NXM-72273-96,9,5115.9,CEX,3
100,2035,2025-04-14,YZK-06087-98,30,13051.65,CEX,3
81,8631,2025-04-14,SZJ-76414-24,3,2139.16,CEX,3
96,5688,2025-04-14,LEK-96807-82,0,0.0,EFE,3
84,8651,2025-04-14,GET-58791-09,17,9740.94,CEX,3
87,3786,2025-04-14,HGA-86693-42,24,11180.61,CEX,3
96,2808,2025-04-14,FHG-40571-57,12,9031.12,CEX,3
87,6001,2025-04-14,BWL-77714-70,35,18583.96,CEX,3
92,1648,2025-04-14,PQX-59844-04,30,10048.31,EFE,3
87,1396,2025-04-14,ORZ-56803-77,15,10376.25,CEX,3
